district,course_number,course_name,takers_FRPL,takers_nonFRPL,takers_F,takers_M,takers_NW,takers_W,enrolled,frac_girls,frac_nonwhite,frac_FRPL
CITRUS,2003805,IB CHEMISTRY 1,5,8,10,3,5,8,13,0.7692,0.3846,0.3846
CITRUS,2003810,IB CHEMISTRY 2,4,18,12,10,9,13,22,0.5455,0.4091,0.1818
CLAY,2000310,BIO 1,790,901,713,978,657,1034,1691,0.4216,0.3885,0.4672
CLAY,2000320,BIO 1 HON,359,905,667,597,380,884,1264,0.5277,0.3006,0.284
CLAY,2000321,AICE BIO 1 AS,4,15,15,4,11,8,19,0.7895,0.5789,0.2105
CLAY,2000322,PRE-AICE BIO IG,35,174,119,90,91,118,209,0.5694,0.4354,0.1675
CLAY,2000323,AICE BIO 2 AL,4,60,33,31,14,50,64,0.5156,0.2188,0.0625
CLAY,2000340,AP BIO,29,111,79,61,59,81,140,0.5643,0.4214,0.2071
CLAY,2000350,ANAT PHYSIO,108,208,189,127,135,181,316,0.5981,0.4272,0.3418
CLAY,2000360,ANAT PHYSIO HON,83,247,216,114,105,225,330,0.6545,0.3182,0.2515
CLAY,2000800,FL PRE-IB BIO 1,23,60,54,29,36,47,83,0.6506,0.4337,0.2771
CLAY,2000805,IB BIOLOGY 1,10,31,27,14,23,18,41,0.6585,0.561,0.2439
CLAY,2000810,IB BIOLOGY 2,4,11,12,3,5,10,15,0.8,0.3333,0.2667
CLAY,2000820,IB BIOLOGY 3,5,6,5,6,4,7,11,0.4545,0.3636,0.4545
CLAY,2001310,ERTH/SPA SCI,6,29,20,15,9,26,35,0.5714,0.2571,0.1714
CLAY,2001320,ERTH/SPA SCI HON,0,0,0,0,0,0,0,0,0,0
CLAY,2001340,ENV SCI,895,894,804,985,774,1015,1789,0.4494,0.4326,0.5003
CLAY,2001380,AP ENV SCI,30,154,109,75,43,141,184,0.5924,0.2337,0.163
CLAY,2001381,AICE ENV MGMNT AS,10,42,23,29,23,29,52,0.4423,0.4423,0.1923
CLAY,2001390,PRE-AICE COORSCI 1IG,20,47,38,29,19,48,67,0.5672,0.2836,0.2985
CLAY,2002040,M/J COMPRE SCI 1,982,1007,965,1024,795,1194,1989,0.4852,0.3997,0.4937
CLAY,2002050,M/J COMPRE SCI 1 ADV,319,652,474,497,307,664,971,0.4882,0.3162,0.3285
CLAY,2002070,M/J COMPRE SCI 2,881,930,844,967,729,1082,1811,0.466,0.4025,0.4865
CLAY,2002080,M/J COMPRE SCI 2 ADV,345,729,557,517,315,759,1074,0.5186,0.2933,0.3212
CLAY,2002100,M/J COMPRE SCI 3,803,869,728,944,705,967,1672,0.4354,0.4217,0.4803
CLAY,2002110,M/J COMPRE SCI 3 ADV,380,921,683,618,407,894,1301,0.525,0.3128,0.2921
CLAY,2002340,EXP SCI 1 HON,4,20,12,12,8,16,24,0.5,0.3333,0.1667
CLAY,2002350,EXP SCI 2 HON,0,0,0,0,0,0,0,0,0,0
CLAY,2002410,INTEG SCI 1 HON,11,19,18,12,16,14,30,0.6,0.5333,0.3667
CLAY,2002480,FORC SCI 1,19,68,59,28,30,57,87,0.6782,0.3448,0.2184
CLAY,2002500,MARINE SCI 1,266,272,229,309,199,339,538,0.4257,0.3699,0.4944
CLAY,2002510,MARINE SCI 1 HON,39,97,80,56,66,70,136,0.5882,0.4853,0.2868
CLAY,2002535,AICE MARINE SCI 2 AL,2,21,13,10,8,15,23,0.5652,0.3478,0.087
CLAY,2003310,PHY SCI,50,45,42,53,36,59,95,0.4421,0.3789,0.5263
CLAY,2003320,PHY SCI HON,28,80,64,44,41,67,108,0.5926,0.3796,0.2593
CLAY,2003340,CHEM 1,159,298,206,251,166,291,457,0.4508,0.3632,0.3479
CLAY,2003350,CHEM 1 HON,178,554,411,321,244,488,732,0.5615,0.3333,0.2432
CLAY,2003370,AP CHEM,25,58,47,36,31,52,83,0.5663,0.3735,0.3012
CLAY,2003372,PRE-AICE CHEM IG,24,149,102,71,58,115,173,0.5896,0.3353,0.1387
CLAY,2003373,AICE CHEM 2 AL,9,40,27,22,23,26,49,0.551,0.4694,0.1837
CLAY,2003380,PHYS 1,89,146,92,143,108,127,235,0.3915,0.4596,0.3787
CLAY,2003390,PHYS 1 HON,45,143,75,113,71,117,188,0.3989,0.3777,0.2394
CLAY,2003421,AP PHYSICS 1,16,107,35,88,41,82,123,0.2846,0.3333,0.1301
CLAY,2003422,AP PHYSICS 2,3,7,4,6,1,9,10,0.4,0.1,0.3
CLAY,2003430,AP PHYSICS C: ME,9,22,11,20,12,19,31,0.3548,0.3871,0.2903
CLAY,2003431,AICE PHYSICS 1 AS,2,18,5,15,9,11,20,0.25,0.45,0.1
CLAY,2003432,PRE-AICE PHYSICS IG,12,64,39,37,22,54,76,0.5132,0.2895,0.1579
CLAY,2003433,AICE PHYSICS 2 AL,0,10,6,4,1,9,10,0.6,0.1,0
CLAY,2003800,FL PRE-IB CHEM 1,10,49,31,28,21,38,59,0.5254,0.3559,0.1695
CLAY,2003805,IB CHEMISTRY 1,3,10,9,4,8,5,13,0.6923,0.6154,0.2308
CLAY,2003810,IB CHEMISTRY 2,2,13,9,6,9,6,15,0.6,0.6,0.1333
CLAY,2003840,IB PHYSICS 1,0,0,0,0,0,0,0,0,0,0
CLAY,2003845,IB PHYSICS 2,0,13,2,11,8,5,13,0.1538,0.6154,0
CLAY,2020910,ASTR S/G HON,15,42,20,37,23,34,57,0.3509,0.4035,0.2632
COLLIER,2000010,M/J LIF SCI,1734,504,1013,1225,1735,503,2238,0.4526,0.7752,0.7748
COLLIER,2000020,M/J LIF SCI ADV,553,688,650,591,648,593,1241,0.5238,0.5222,0.4456
COLLIER,2000310,BIO 1,1573,559,940,1192,1660,472,2132,0.4409,0.7786,0.7378
COLLIER,2000320,BIO 1 HON,623,834,817,640,729,728,1457,0.5607,0.5003,0.4276
COLLIER,2000340,AP BIO,68,174,143,99,117,125,242,0.5909,0.4835,0.281
COLLIER,2000350,ANAT PHYSIO,24,35,41,18,31,28,59,0.6949,0.5254,0.4068
COLLIER,2000360,ANAT PHYSIO HON,317,327,424,220,363,281,644,0.6584,0.5637,0.4922
COLLIER,2000440,GENETICS HON,55,91,89,57,73,73,146,0.6096,0.5,0.3767
COLLIER,2001010,M/J ERTH/SPA SCI,1637,445,998,1084,1620,462,2082,0.4793,0.7781,0.7863
COLLIER,2001020,M/J ERTH/SPA SCI ADV,581,660,695,546,628,613,1241,0.56,0.506,0.4682
COLLIER,2001310,ERTH/SPA SCI,289,188,211,266,304,173,477,0.4423,0.6373,0.6059
COLLIER,2001320,ERTH/SPA SCI HON,72,161,106,127,82,151,233,0.4549,0.3519,0.309
COLLIER,2001350,ASTRONOMY S/G,0,0,0,0,0,0,0,0,0,0
COLLIER,2001380,AP ENV SCI,94,245,199,140,127,212,339,0.587,0.3746,0.2773
COLLIER,2001381,AICE ENV MGMNT AS,12,35,24,23,13,34,47,0.5106,0.2766,0.2553
COLLIER,2001390,PRE-AICE COORSCI 1IG,52,30,34,48,48,34,82,0.4146,0.5854,0.6341
COLLIER,2002040,M/J COMPRE SCI 1,144,144,146,142,157,131,288,0.5069,0.5451,0.5
COLLIER,2002070,M/J COMPRE SCI 2,101,179,144,136,112,168,280,0.5143,0.4,0.3607
COLLIER,2002100,M/J COMPRE SCI 3,87,136,114,109,101,122,223,0.5112,0.4529,0.3901
COLLIER,2002400,INTEG SCI 1,1449,373,808,1014,1531,291,1822,0.4435,0.8403,0.7953
COLLIER,2002480,FORC SCI 1,68,98,77,89,78,88,166,0.4639,0.4699,0.4096
COLLIER,2002500,MARINE SCI 1,259,290,246,303,294,255,549,0.4481,0.5355,0.4718
COLLIER,2002510,MARINE SCI 1 HON,122,80,117,85,133,69,202,0.5792,0.6584,0.604
COLLIER,2002515,AICE MARINE SCI 1 AS,158,291,257,192,197,252,449,0.5724,0.4388,0.3519
COLLIER,2002535,AICE MARINE SCI 2 AL,25,94,67,52,32,87,119,0.563,0.2689,0.2101
COLLIER,2003010,M/J PHY SCI,1686,401,925,1162,1664,423,2087,0.4432,0.7973,0.8079
COLLIER,2003020,M/J PHY SCI ADV,547,720,688,579,631,636,1267,0.543,0.498,0.4317
COLLIER,2003310,PHY SCI,675,186,328,533,718,143,861,0.381,0.8339,0.784
COLLIER,2003340,CHEM 1,533,412,470,475,608,337,945,0.4974,0.6434,0.564
COLLIER,2003350,CHEM 1 HON,345,639,541,443,476,508,984,0.5498,0.4837,0.3506
COLLIER,2003370,AP CHEM,12,40,24,28,18,34,52,0.4615,0.3462,0.2308
COLLIER,2003372,PRE-AICE CHEM IG,0,12,6,6,4,8,12,0.5,0.3333,0
COLLIER,2003380,PHYS 1,58,37,36,59,74,21,95,0.3789,0.7789,0.6105
COLLIER,2003390,PHYS 1 HON,76,179,103,152,124,131,255,0.4039,0.4863,0.298
COLLIER,2003421,AP PHYSICS 1,54,265,140,179,84,235,319,0.4389,0.2633,0.1693
COLLIER,2003422,AP PHYSICS 2,15,52,17,50,20,47,67,0.2537,0.2985,0.2239
COLLIER,2020910,ASTR S/G HON,11,19,13,17,13,17,30,0.4333,0.4333,0.3667
COLUMBIA,2000010,M/J LIF SCI,0,0,0,0,0,0,0,0,0,0
COLUMBIA,2000020,M/J LIF SCI ADV,7,35,22,20,5,37,42,0.5238,0.119,0.1667
COLUMBIA,2000310,BIO 1,222,149,171,200,143,228,371,0.4609,0.3854,0.5984
COLUMBIA,2000315,BIO 1 CR,17,7,8,16,9,15,24,0.3333,0.375,0.7083
COLUMBIA,2000320,BIO 1 HON,109,190,159,140,79,220,299,0.5318,0.2642,0.3645
COLUMBIA,2000340,AP BIO,1,11,6,6,6,6,12,0.5,0.5,0.0833
COLUMBIA,2000350,ANAT PHYSIO,27,19,32,14,27,19,46,0.6957,0.587,0.587
COLUMBIA,2000360,ANAT PHYSIO HON,52,101,108,45,50,103,153,0.7059,0.3268,0.3399
COLUMBIA,2001020,M/J ERTH/SPA SCI ADV,12,31,21,22,8,35,43,0.4884,0.186,0.2791
COLUMBIA,2001310,ERTH/SPA SCI,87,81,64,104,65,103,168,0.381,0.3869,0.5179
COLUMBIA,2001320,ERTH/SPA SCI HON,7,4,6,5,2,9,11,0.5455,0.1818,0.6364
COLUMBIA,2001340,ENV SCI,267,165,204,228,173,259,432,0.4722,0.4005,0.6181
COLUMBIA,2001380,AP ENV SCI,5,13,7,11,7,11,18,0.3889,0.3889,0.2778
COLUMBIA,2002040,M/J COMPRE SCI 1,412,241,335,318,236,417,653,0.513,0.3614,0.6309
COLUMBIA,2002050,M/J COMPRE SCI 1 ADV,11,43,37,17,11,43,54,0.6852,0.2037,0.2037
COLUMBIA,2002070,M/J COMPRE SCI 2,306,152,228,230,189,269,458,0.4978,0.4127,0.6681
COLUMBIA,2002080,M/J COMPRE SCI 2 ADV,84,135,115,104,60,159,219,0.5251,0.274,0.3836
COLUMBIA,2002100,M/J COMPRE SCI 3,285,147,200,232,193,239,432,0.463,0.4468,0.6597
COLUMBIA,2002110,M/J COMPRE SCI 3 ADV,72,161,129,104,60,173,233,0.5536,0.2575,0.309
COLUMBIA,2002400,INTEG SCI 1,9,4,4,9,7,6,13,0.3077,0.5385,0.6923
COLUMBIA,2002480,FORC SCI 1,0,0,0,0,0,0,0,0,0,0
COLUMBIA,2002500,MARINE SCI 1,68,52,59,61,57,63,120,0.4917,0.475,0.5667
COLUMBIA,2002510,MARINE SCI 1 HON,39,49,35,53,25,63,88,0.3977,0.2841,0.4432
COLUMBIA,2002530,MARINE SCI 2 HON,10,26,12,24,5,31,36,0.3333,0.1389,0.2778
COLUMBIA,2003010,M/J PHY SCI,0,0,0,0,0,0,0,0,0,0
COLUMBIA,2003310,PHY SCI,0,0,0,0,0,0,0,0,0,0
COLUMBIA,2003340,CHEM 1,10,6,7,9,4,12,16,0.4375,0.25,0.625
COLUMBIA,2003345,CHEM 1 CR,0,0,0,0,0,0,0,0,0,0
COLUMBIA,2003350,CHEM 1 HON,47,109,91,65,34,122,156,0.5833,0.2179,0.3013
COLUMBIA,2003370,AP CHEM,2,8,6,4,4,6,10,0.6,0.4,0.2
COLUMBIA,2003421,AP PHYSICS 1,4,21,10,15,6,19,25,0.4,0.24,0.16
DEAF/BLIND,2000310,BIO 1,26,4,10,20,15,15,30,0.3333,0.5,0.8667
DEAF/BLIND,2000320,BIO 1 HON,9,2,4,7,7,4,11,0.3636,0.6364,0.8182
DEAF/BLIND,2000350,ANAT PHYSIO,15,3,6,12,10,8,18,0.3333,0.5556,0.8333
DEAF/BLIND,2000360,ANAT PHYSIO HON,0,0,0,0,0,0,0,0,0,0
DEAF/BLIND,2000410,ZOOLOGY,0,0,0,0,0,0,0,0,0,0
DEAF/BLIND,2001310,ERTH/SPA SCI,15,1,5,11,13,3,16,0.3125,0.8125,0.9375
DEAF/BLIND,2001340,ENV SCI,19,3,8,14,12,10,22,0.3636,0.5455,0.8636
DEAF/BLIND,2002040,M/J COMPRE SCI 1,23,8,13,18,18,13,31,0.4194,0.5806,0.7419
DEAF/BLIND,2002070,M/J COMPRE SCI 2,34,8,16,26,19,23,42,0.381,0.4524,0.8095
DEAF/BLIND,2002100,M/J COMPRE SCI 3,37,7,25,19,28,16,44,0.5682,0.6364,0.8409
DEAF/BLIND,2002500,MARINE SCI 1,0,0,0,0,0,0,0,0,0,0
DESOTO,2000310,BIO 1,141,84,109,116,141,84,225,0.4844,0.6267,0.6267
DESOTO,2000315,BIO 1 CR,0,0,0,0,0,0,0,0,0,0
DESOTO,2000320,BIO 1 HON,50,31,46,35,57,24,81,0.5679,0.7037,0.6173
DESOTO,2001310,ERTH/SPA SCI,98,72,70,100,115,55,170,0.4118,0.6765,0.5765
DESOTO,2001320,ERTH/SPA SCI HON,0,0,0,0,0,0,0,0,0,0
DESOTO,2001340,ENV SCI,116,51,74,93,115,52,167,0.4431,0.6886,0.6946
DESOTO,2001341,ENV SCI HON,22,4,15,11,17,9,26,0.5769,0.6538,0.8462
DESOTO,2001380,AP ENV SCI,15,17,14,18,22,10,32,0.4375,0.6875,0.4688
DESOTO,2002040,M/J COMPRE SCI 1,188,79,118,149,158,109,267,0.4419,0.5918,0.7041
DESOTO,2002050,M/J COMPRE SCI 1 ADV,35,27,28,34,34,28,62,0.4516,0.5484,0.5645
DESOTO,2002070,M/J COMPRE SCI 2,215,84,155,144,185,114,299,0.5184,0.6187,0.7191
DESOTO,2002080,M/J COMPRE SCI 2 ADV,38,28,37,29,32,34,66,0.5606,0.4848,0.5758
DESOTO,2002100,M/J COMPRE SCI 3,175,91,114,152,172,94,266,0.4286,0.6466,0.6579
DESOTO,2002110,M/J COMPRE SCI 3 ADV,31,48,39,40,29,50,79,0.4937,0.3671,0.3924
DESOTO,2002500,MARINE SCI 1,0,0,0,0,0,0,0,0,0,0
DESOTO,2003310,PHY SCI,0,0,0,0,0,0,0,0,0,0
DESOTO,2003340,CHEM 1,40,33,36,37,47,26,73,0.4932,0.6438,0.5479
DESOTO,2003345,CHEM 1 CR,0,0,0,0,0,0,0,0,0,0
DESOTO,2003350,CHEM 1 HON,29,19,18,30,35,13,48,0.375,0.7292,0.6042
DIXIE,2000310,BIO 1,61,33,38,56,11,83,94,0.4043,0.117,0.6489
DIXIE,2000320,BIO 1 HON,20,29,28,21,4,45,49,0.5714,0.0816,0.4082
DIXIE,2000340,AP BIO,4,8,6,6,2,10,12,0.5,0.1667,0.3333
DIXIE,2001310,ERTH/SPA SCI,8,4,3,9,5,7,12,0.25,0.4167,0.6667
DIXIE,2002040,M/J COMPRE SCI 1,118,50,87,81,22,146,168,0.5179,0.131,0.7024
DIXIE,2002070,M/J COMPRE SCI 2,107,53,72,88,26,134,160,0.45,0.1625,0.6688
DIXIE,2002100,M/J COMPRE SCI 3,94,42,66,70,23,113,136,0.4853,0.1691,0.6912
DIXIE,2002500,MARINE SCI 1,0,0,0,0,0,0,0,0,0,0
DIXIE,2003310,PHY SCI,95,45,71,69,18,122,140,0.5071,0.1286,0.6786
DIXIE,2003340,CHEM 1,34,11,22,23,14,31,45,0.4889,0.3111,0.7556
DUVAL,2000300,INTENS SCI,24,9,21,12,29,4,33,0.6364,0.8788,0.7273
DUVAL,2000310,BIO 1,2578,1995,2164,2409,3433,1140,4573,0.4732,0.7507,0.5637
DUVAL,2000320,BIO 1 HON,1289,2662,2116,1835,2225,1726,3951,0.5356,0.5631,0.3262
DUVAL,2000321,AICE BIO 1 AS,3,19,11,11,10,12,22,0.5,0.4545,0.1364
DUVAL,2000322,PRE-AICE BIO IG,44,225,135,134,82,187,269,0.5019,0.3048,0.1636
DUVAL,2000323,AICE BIO 2 AL,3,13,9,7,8,8,16,0.5625,0.5,0.1875
DUVAL,2000330,BIO 2 HON,10,22,16,16,20,12,32,0.5,0.625,0.3125
DUVAL,2000335,PRE-AP BIOLOGY,38,38,26,50,38,38,76,0.3421,0.5,0.5
DUVAL,2000340,AP BIO,98,310,240,168,215,193,408,0.5882,0.527,0.2402
DUVAL,2000350,ANAT PHYSIO,511,438,536,413,744,205,949,0.5648,0.784,0.5385
DUVAL,2000360,ANAT PHYSIO HON,273,560,543,290,533,300,833,0.6519,0.6399,0.3277
DUVAL,2000410,ZOOLOGY,9,15,18,6,19,5,24,0.75,0.7917,0.375
DUVAL,2000440,GENETICS HON,38,129,103,64,108,59,167,0.6168,0.6467,0.2275
DUVAL,2000800,FL PRE-IB BIO 1,83,100,93,90,121,62,183,0.5082,0.6612,0.4536
DUVAL,2000805,IB BIOLOGY 1,21,175,108,88,131,65,196,0.551,0.6684,0.1071
DUVAL,2000810,IB BIOLOGY 2,36,106,81,61,86,56,142,0.5704,0.6056,0.2535
DUVAL,2000820,IB BIOLOGY 3,28,102,77,53,90,40,130,0.5923,0.6923,0.2154
DUVAL,2001310,ERTH/SPA SCI,1774,1048,1221,1601,2282,540,2822,0.4327,0.8086,0.6286
DUVAL,2001320,ERTH/SPA SCI HON,51,201,124,128,55,197,252,0.4921,0.2183,0.2024
DUVAL,2001340,ENV SCI,3319,2358,2656,3021,4335,1342,5677,0.4679,0.7636,0.5846
DUVAL,2001341,ENV SCI HON,47,30,38,39,64,13,77,0.4935,0.8312,0.6104
DUVAL,2001375,IB ENV SYS & SOC 2,18,56,36,38,45,29,74,0.4865,0.6081,0.2432
DUVAL,2001380,AP ENV SCI,120,413,316,217,270,263,533,0.5929,0.5066,0.2251
DUVAL,2001381,AICE ENV MGMNT AS,13,65,44,34,24,54,78,0.5641,0.3077,0.1667
DUVAL,2001820,IB SPORTS EXER SCI 1,6,16,12,10,17,5,22,0.5455,0.7727,0.2727
DUVAL,2001830,IB SPORTS EXER SCI 2,0,0,0,0,0,0,0,0,0,0
DUVAL,2002040,M/J COMPRE SCI 1,3349,1736,2321,2764,3719,1366,5085,0.4564,0.7314,0.6586
DUVAL,2002050,M/J COMPRE SCI 1 ADV,1795,2397,2189,2003,2471,1721,4192,0.5222,0.5895,0.4282
DUVAL,2002055,M/J COMPSCI1 ACC HON,81,146,120,107,107,120,227,0.5286,0.4714,0.3568
DUVAL,2002056,M/J SCI 1 CLS,40,80,62,58,55,65,120,0.5167,0.4583,0.3333
DUVAL,2002070,M/J COMPRE SCI 2,3630,1967,2509,3088,4098,1499,5597,0.4483,0.7322,0.6486
DUVAL,2002080,M/J COMPRE SCI 2 ADV,1562,2144,1977,1729,2170,1536,3706,0.5335,0.5855,0.4215
DUVAL,2002085,M/J COMPSCI2 ACC HON,23,54,42,35,52,25,77,0.5455,0.6753,0.2987
DUVAL,2002086,M/J SCI 2 CLS,17,60,42,35,35,42,77,0.5455,0.4545,0.2208
DUVAL,2002100,M/J COMPRE SCI 3,3061,1679,2180,2560,3534,1206,4740,0.4599,0.7456,0.6458
DUVAL,2002110,M/J COMPRE SCI 3 ADV,1246,1735,1594,1387,1755,1226,2981,0.5347,0.5887,0.418
DUVAL,2002480,FORC SCI 1,81,126,130,77,134,73,207,0.628,0.6473,0.3913
DUVAL,2002500,MARINE SCI 1,678,819,702,795,1019,478,1497,0.4689,0.6807,0.4529
DUVAL,2002510,MARINE SCI 1 HON,194,353,295,252,300,247,547,0.5393,0.5484,0.3547
DUVAL,2002515,AICE MARINE SCI 1 AS,52,163,136,79,90,125,215,0.6326,0.4186,0.2419
DUVAL,2002530,MARINE SCI 2 HON,5,19,15,9,5,19,24,0.625,0.2083,0.2083
DUVAL,2003310,PHY SCI,320,150,188,282,365,105,470,0.4,0.7766,0.6809
DUVAL,2003320,PHY SCI HON,85,294,203,176,181,198,379,0.5356,0.4776,0.2243
DUVAL,2003340,CHEM 1,844,939,921,862,1197,586,1783,0.5165,0.6713,0.4734
DUVAL,2003350,CHEM 1 HON,850,1929,1578,1201,1523,1256,2779,0.5678,0.548,0.3059
DUVAL,2003360,CHEM 2 HON,20,78,55,43,58,40,98,0.5612,0.5918,0.2041
DUVAL,2003370,AP CHEM,26,143,88,81,102,67,169,0.5207,0.6036,0.1538
DUVAL,2003371,AICE CHEM 1 AS,0,0,0,0,0,0,0,0,0,0
DUVAL,2003372,PRE-AICE CHEM IG,34,193,122,105,64,163,227,0.5374,0.2819,0.1498
DUVAL,2003373,AICE CHEM 2 AL,0,0,0,0,0,0,0,0,0,0
DUVAL,2003380,PHYS 1,107,140,110,137,172,75,247,0.4453,0.6964,0.4332
DUVAL,2003390,PHYS 1 HON,320,1051,740,631,741,630,1371,0.5398,0.5405,0.2334
DUVAL,2003410,PHYS 2 HON,10,19,7,22,16,13,29,0.2414,0.5517,0.3448
DUVAL,2003421,AP PHYSICS 1,26,116,48,94,85,57,142,0.338,0.5986,0.1831
DUVAL,2003422,AP PHYSICS 2,0,0,0,0,0,0,0,0,0,0
DUVAL,2003430,AP PHYSICS C: ME,2,47,11,38,14,35,49,0.2245,0.2857,0.0408
DUVAL,2003431,AICE PHYSICS 1 AS,1,22,5,18,5,18,23,0.2174,0.2174,0.0435
DUVAL,2003432,PRE-AICE PHYSICS IG,2,30,13,19,15,17,32,0.4063,0.4688,0.0625
DUVAL,2003433,AICE PHYSICS 2 AL,1,22,5,18,5,18,23,0.2174,0.2174,0.0435
DUVAL,2003800,FL PRE-IB CHEM 1,140,200,195,145,218,122,340,0.5735,0.6412,0.4118
DUVAL,2003805,IB CHEMISTRY 1,7,29,14,22,16,20,36,0.3889,0.4444,0.1944
DUVAL,2003810,IB CHEMISTRY 2,4,62,39,27,31,35,66,0.5909,0.4697,0.0606
DUVAL,2003820,IB CHEMISTRY 3,2,11,4,9,6,7,13,0.3077,0.4615,0.1538
DUVAL,2003840,IB PHYSICS 1,1,10,3,8,4,7,11,0.2727,0.3636,0.0909
DUVAL,2003845,IB PHYSICS 2,7,37,13,31,28,16,44,0.2955,0.6364,0.1591
DUVAL,2003850,IB PHYSICS 3,0,0,0,0,0,0,0,0,0,0
DUVAL,2020910,ASTR S/G HON,30,36,26,40,27,39,66,0.3939,0.4091,0.4545
ESCAMBIA,2000010,M/J LIF SCI,0,0,0,0,0,0,0,0,0,0
ESCAMBIA,2000310,BIO 1,1107,723,782,1048,1115,715,1830,0.4273,0.6093,0.6049
ESCAMBIA,2000320,BIO 1 HON,263,563,473,353,306,520,826,0.5726,0.3705,0.3184
